EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
2590,58,Prefer not to say,UK,Data Scientist,IT,6,47,Hybrid,4.35,4.92,6.68,3.77,6.0,5.7,115,Yes,1.71,No,9,60K-80K,1.47,31,8.08,0
2591,25,Prefer not to say,USA,Customer Support,Support,7,50,Yes,6.49,2.19,1.04,1.04,4.9,0.2,71,No,9.37,Yes,4,40K-60K,1.07,34,3.88,0
2592,49,Male,Brazil,Software Engineer,IT,4,37,Yes,3.47,4.06,6.44,4.19,7.1,2.4,101,No,3.44,No,5,80K-100K,8.09,19,6.58,0
2593,41,Non-binary,Germany,Customer Support,IT,8,41,No,7.29,5.63,5.02,2.05,4.9,8.0,103,Yes,4.02,Yes,7,100K+,5.97,28,2.03,1
2594,45,Non-binary,Germany,Project Manager,HR,13,49,Hybrid,2.38,8.67,5.77,4.87,6.4,2.4,77,Yes,3.1,Yes,7,100K+,7.48,8,3.89,0
2595,53,Prefer not to say,USA,Marketing Manager,HR,11,31,Yes,1.97,6.78,5.9,2.77,7.4,7.3,71,No,1.03,No,9,<40K,2.41,11,6.84,0
2596,57,Male,Brazil,Project Manager,Support,3,39,Yes,5.81,2.58,2.59,8.4,6.8,1.8,74,No,7.23,No,1,<40K,8.85,16,3.47,0
2597,55,Non-binary,India,Sales Associate,Sales,19,48,Yes,6.0,2.43,7.93,1.72,8.6,6.1,105,No,6.31,Yes,6,<40K,7.96,26,8.92,0
2598,57,Prefer not to say,Germany,Project Manager,Engineering,7,38,Yes,1.96,4.71,6.0,8.79,4.2,6.3,118,Yes,8.29,No,1,60K-80K,9.02,1,6.95,0
2599,23,Female,UK,Customer Support,HR,16,54,Yes,9.68,1.68,3.43,6.22,5.4,7.5,41,No,1.37,No,0,100K+,4.07,31,8.83,1
2600,36,Male,UK,Data Scientist,Marketing,7,53,Yes,6.16,7.8,9.44,5.13,4.3,4.4,42,Yes,9.36,Yes,7,100K+,3.48,27,4.56,0
2601,55,Female,Canada,Project Manager,Sales,20,37,Hybrid,2.36,4.61,1.11,5.95,5.0,6.3,32,Yes,3.98,No,8,80K-100K,2.37,48,1.31,0
2602,57,Male,Australia,HR Specialist,Engineering,0,53,Hybrid,3.8,4.09,7.53,4.38,4.6,4.9,78,No,9.22,No,6,60K-80K,9.37,44,6.19,0
2603,27,Prefer not to say,Brazil,Data Scientist,IT,19,53,Yes,8.2,5.58,4.43,2.15,7.7,9.5,36,Yes,1.96,No,3,<40K,2.59,49,4.05,1
2604,33,Non-binary,Australia,Marketing Manager,HR,1,53,Yes,5.71,7.38,5.7,7.89,5.8,5.2,77,Yes,7.7,Yes,6,100K+,2.07,9,5.03,0
2605,24,Non-binary,Australia,Software Engineer,Support,3,30,No,2.69,6.12,3.62,9.35,8.6,2.1,118,No,6.21,Yes,3,<40K,2.73,26,7.13,0
2606,39,Non-binary,UK,Software Engineer,Sales,20,35,Hybrid,1.93,8.22,3.89,9.55,4.1,6.7,89,Yes,4.22,Yes,6,40K-60K,7.94,6,7.31,0
2607,42,Male,Canada,Sales Associate,Marketing,0,41,Hybrid,4.88,6.66,1.14,7.04,7.3,5.5,56,Yes,1.71,No,3,60K-80K,9.01,7,1.25,0
2608,36,Prefer not to say,Australia,Sales Associate,Marketing,6,54,Yes,4.04,8.09,7.57,4.69,8.9,8.0,63,No,6.44,No,8,<40K,8.3,13,7.92,0
2609,54,Female,Australia,HR Specialist,HR,0,53,Hybrid,6.9,7.27,7.4,5.31,4.9,1.8,63,Yes,1.24,Yes,4,60K-80K,6.07,49,5.44,0
2610,56,Prefer not to say,USA,Marketing Manager,Engineering,8,48,Hybrid,9.33,2.74,6.89,6.91,6.2,2.6,59,No,5.51,No,6,100K+,9.94,10,6.01,1
2611,47,Female,USA,Customer Support,Marketing,2,56,No,3.23,1.47,8.9,8.41,7.5,9.2,51,No,6.44,Yes,7,40K-60K,1.62,43,3.68,0
2612,29,Male,USA,Software Engineer,Sales,11,46,No,8.7,9.13,9.11,4.37,7.2,9.3,71,Yes,7.59,Yes,4,80K-100K,8.8,46,4.79,1
2613,57,Male,India,Software Engineer,HR,18,31,Hybrid,9.28,9.51,6.01,9.25,6.8,4.4,112,Yes,9.92,No,0,40K-60K,4.85,49,7.39,1
2614,51,Female,Australia,Software Engineer,Sales,14,40,Hybrid,9.12,7.54,7.16,3.92,5.6,0.5,67,No,3.34,Yes,3,60K-80K,5.1,31,7.99,1
2615,44,Female,India,Customer Support,Engineering,15,47,Hybrid,9.57,7.52,1.1,5.78,7.6,3.1,99,No,3.9,No,2,40K-60K,2.15,48,4.48,1
2616,35,Female,Canada,Software Engineer,Support,9,52,Yes,8.58,3.43,8.62,9.65,7.3,2.5,81,Yes,4.07,No,6,100K+,1.3,37,7.22,1
2617,35,Prefer not to say,Brazil,Project Manager,Marketing,5,57,No,6.34,5.88,8.35,9.44,4.8,4.1,26,Yes,7.58,No,5,60K-80K,3.85,18,3.32,0
2618,23,Female,UK,Marketing Manager,IT,16,51,Yes,4.69,9.93,1.18,7.26,8.8,3.2,58,Yes,9.39,Yes,5,60K-80K,2.57,11,8.49,0
2619,58,Male,Australia,Data Scientist,Support,20,40,No,5.43,8.71,5.89,3.92,6.8,8.3,18,No,9.77,No,1,100K+,5.35,10,6.49,0
2620,26,Male,UK,Data Scientist,IT,16,47,No,8.85,3.74,9.16,2.97,6.6,0.0,2,Yes,9.51,No,5,<40K,2.33,28,7.98,1
2621,59,Non-binary,Brazil,HR Specialist,Support,20,37,No,3.71,3.71,2.63,1.72,8.2,6.4,72,Yes,8.91,No,7,80K-100K,2.24,21,5.29,0
2622,35,Female,USA,Project Manager,Support,18,44,Hybrid,2.43,5.35,4.17,7.38,7.2,6.6,38,Yes,9.92,No,4,40K-60K,8.89,25,3.06,0
2623,46,Prefer not to say,Australia,Software Engineer,IT,17,38,No,2.27,4.64,3.98,5.53,4.4,6.6,65,Yes,4.38,Yes,8,80K-100K,9.29,6,4.86,0
2624,41,Prefer not to say,Germany,Software Engineer,IT,10,44,Yes,8.44,4.34,4.2,6.15,6.5,5.2,72,No,9.53,Yes,1,80K-100K,9.68,42,4.43,1
2625,23,Prefer not to say,India,Sales Associate,Support,6,36,No,7.85,6.64,1.38,5.25,7.9,6.1,55,No,7.85,No,6,100K+,7.12,11,3.99,1
2626,27,Non-binary,India,Sales Associate,Engineering,9,49,Yes,5.48,1.1,3.51,5.35,7.5,8.1,5,Yes,2.52,No,5,<40K,7.94,33,2.91,0
2627,38,Male,Australia,HR Specialist,Sales,6,42,No,3.47,7.87,3.65,6.14,8.9,7.8,101,Yes,1.41,Yes,5,80K-100K,8.52,5,7.83,0
2628,46,Prefer not to say,Brazil,Software Engineer,HR,4,42,No,7.1,7.66,8.79,9.23,4.1,0.3,27,No,2.93,No,3,60K-80K,6.93,34,1.78,1
2629,49,Male,USA,HR Specialist,IT,11,30,Hybrid,1.35,8.47,4.17,1.26,5.3,0.3,47,Yes,8.01,No,9,<40K,3.97,32,8.99,0
2630,23,Non-binary,India,Project Manager,HR,15,49,Yes,6.11,8.57,5.02,8.21,6.7,8.4,97,No,6.69,Yes,8,100K+,2.41,43,2.58,0
2631,56,Female,USA,Data Scientist,Engineering,20,33,No,4.59,6.1,4.43,4.51,7.1,5.7,92,No,3.02,Yes,5,80K-100K,3.14,46,9.82,0
2632,58,Female,Canada,Software Engineer,Marketing,17,53,No,9.8,8.02,2.09,7.7,5.4,9.6,47,No,7.68,No,7,100K+,8.56,24,9.9,1
2633,26,Female,UK,Marketing Manager,Sales,2,33,Yes,5.57,5.43,9.91,9.54,8.1,4.3,66,No,2.27,Yes,7,40K-60K,7.26,13,4.59,0
2634,22,Prefer not to say,Brazil,Customer Support,Engineering,19,33,No,5.97,9.56,8.43,3.76,4.8,1.8,53,Yes,8.4,Yes,3,100K+,5.1,43,9.89,0
2635,33,Female,Germany,Project Manager,Marketing,14,42,Hybrid,7.41,2.72,5.87,1.81,4.0,4.7,15,No,8.15,No,4,60K-80K,1.26,6,8.82,1
2636,57,Prefer not to say,UK,Software Engineer,HR,4,31,Yes,5.36,9.24,5.29,3.09,8.8,4.4,107,Yes,9.75,No,1,100K+,3.4,34,1.74,0
2637,44,Non-binary,UK,Customer Support,HR,12,57,Hybrid,3.02,3.33,6.84,3.0,6.0,5.2,34,Yes,2.35,Yes,3,<40K,7.56,25,9.53,0
2638,52,Non-binary,Canada,Marketing Manager,IT,18,55,Yes,5.84,1.92,3.94,7.68,8.8,8.1,74,No,9.16,No,5,40K-60K,5.61,41,1.38,0
2639,32,Prefer not to say,India,Sales Associate,HR,11,52,Yes,9.5,4.95,1.45,1.56,5.4,6.6,106,No,4.07,No,1,60K-80K,4.92,23,2.64,1
2640,31,Male,Germany,HR Specialist,Sales,20,44,Yes,4.69,6.53,4.64,1.46,4.3,1.9,86,No,4.74,Yes,1,40K-60K,3.82,46,6.26,0
2641,24,Female,India,Sales Associate,IT,4,33,No,7.12,3.08,9.86,7.24,7.9,7.3,29,Yes,5.22,No,9,60K-80K,6.46,13,1.73,1
2642,35,Female,Australia,Data Scientist,Support,5,56,Yes,9.8,6.0,2.64,6.01,8.2,5.9,47,No,6.64,Yes,6,40K-60K,9.7,28,2.46,1
2643,37,Female,UK,Sales Associate,Engineering,6,35,Yes,8.47,8.27,5.75,4.76,6.5,5.8,68,No,9.95,Yes,9,80K-100K,9.11,44,9.58,1
2644,31,Prefer not to say,Australia,Software Engineer,HR,9,32,Yes,6.93,3.31,1.08,6.18,4.4,6.8,115,No,6.4,No,4,100K+,1.27,44,9.95,0
2645,50,Non-binary,USA,Marketing Manager,HR,15,36,Hybrid,7.62,6.22,2.1,7.62,7.3,5.6,7,Yes,9.34,Yes,2,<40K,5.33,13,8.18,1
2646,31,Female,UK,Sales Associate,HR,7,35,Yes,9.43,4.05,6.28,1.93,4.9,4.6,106,No,3.3,No,2,<40K,3.97,7,5.64,1
2647,33,Non-binary,India,Software Engineer,Support,8,32,No,9.64,5.77,3.68,5.98,8.2,6.4,106,No,4.59,No,6,80K-100K,5.6,48,9.1,1
2648,51,Female,UK,Data Scientist,IT,3,33,Yes,9.72,7.0,9.15,8.42,5.4,7.2,113,No,5.54,No,2,40K-60K,6.46,17,2.01,1
2649,22,Female,USA,Customer Support,Engineering,20,39,Yes,6.63,4.15,4.66,4.26,8.2,2.3,50,Yes,3.91,No,9,100K+,2.8,9,9.49,0
2650,26,Prefer not to say,Canada,Marketing Manager,Sales,20,59,Hybrid,4.46,9.95,2.87,7.87,6.1,5.0,9,No,9.79,Yes,4,80K-100K,8.03,14,4.16,0
2651,41,Male,Australia,Sales Associate,Support,7,50,No,2.2,6.07,5.91,8.61,7.0,4.6,27,Yes,7.53,No,1,40K-60K,5.28,30,8.75,0
2652,29,Prefer not to say,Australia,HR Specialist,Marketing,6,38,No,4.47,8.42,8.15,8.39,7.9,0.4,35,Yes,5.31,Yes,2,100K+,9.93,41,7.02,0
2653,33,Female,India,HR Specialist,HR,14,59,No,9.49,7.53,1.17,6.85,4.2,8.3,59,Yes,7.76,No,3,40K-60K,1.23,38,9.64,1
2654,22,Female,UK,Marketing Manager,Sales,20,35,Yes,9.01,8.68,5.55,7.46,8.1,3.8,9,Yes,5.21,No,0,<40K,2.71,30,8.78,1
2655,41,Male,India,HR Specialist,Marketing,2,58,Yes,5.71,2.56,7.96,8.09,4.7,0.7,13,Yes,1.16,Yes,3,100K+,7.21,33,8.99,0
2656,49,Non-binary,Canada,Sales Associate,IT,16,49,No,5.83,3.0,1.93,7.6,5.8,4.6,101,No,5.89,Yes,3,<40K,7.26,25,6.69,0
2657,58,Non-binary,UK,Sales Associate,Support,10,56,No,3.78,5.39,9.13,5.07,6.4,1.6,62,No,6.63,No,2,<40K,6.24,31,8.5,0
2658,58,Female,UK,Marketing Manager,Engineering,8,40,Hybrid,5.09,8.67,3.38,2.43,8.5,7.0,100,Yes,9.83,Yes,9,100K+,9.75,23,7.81,0
2659,33,Non-binary,India,Sales Associate,Sales,4,36,No,7.43,2.78,2.54,3.79,4.1,5.7,46,Yes,1.37,Yes,8,80K-100K,4.74,27,2.45,1
2660,58,Female,India,Customer Support,Support,9,47,Yes,4.62,9.74,6.3,2.87,6.8,2.7,68,Yes,5.61,Yes,2,40K-60K,4.75,33,6.84,0
2661,49,Male,USA,Software Engineer,Engineering,14,33,Yes,2.69,2.15,2.58,4.25,7.2,9.5,118,Yes,1.88,No,1,100K+,9.19,47,2.33,0
2662,36,Male,Brazil,Data Scientist,HR,13,34,Yes,5.87,2.58,7.12,5.4,5.6,2.9,55,No,2.34,No,6,<40K,5.85,49,8.83,0
2663,27,Female,Brazil,Customer Support,Support,3,33,Hybrid,3.03,2.51,5.41,9.63,5.5,5.5,5,No,6.49,No,8,40K-60K,4.18,20,1.59,0
2664,41,Male,Canada,Customer Support,HR,20,33,No,9.77,6.27,1.99,9.64,6.5,8.0,93,Yes,3.08,Yes,5,100K+,7.47,28,9.88,1
2665,35,Prefer not to say,Brazil,HR Specialist,Engineering,19,56,Yes,4.51,9.26,9.21,7.93,4.9,5.1,18,Yes,7.74,No,4,80K-100K,6.58,8,4.61,0
2666,23,Prefer not to say,USA,Software Engineer,HR,1,42,Hybrid,9.19,3.3,7.06,9.82,6.3,9.6,51,Yes,5.63,No,0,100K+,3.76,22,2.54,1
2667,30,Male,Australia,Marketing Manager,IT,11,45,Hybrid,3.03,5.98,5.91,9.98,7.8,8.4,61,No,2.96,Yes,2,100K+,3.68,35,9.42,0
2668,58,Female,UK,IT Admin,Support,0,54,Yes,2.7,2.58,4.37,8.97,8.2,9.2,48,Yes,5.44,No,8,60K-80K,4.56,31,1.41,0
2669,41,Female,India,HR Specialist,Sales,19,43,Hybrid,6.55,6.68,2.21,1.72,5.9,3.7,77,No,1.01,No,7,40K-60K,1.64,44,5.23,0
2670,47,Male,UK,Software Engineer,Marketing,4,40,Hybrid,8.01,2.11,7.37,4.83,7.1,5.5,10,No,8.76,No,8,100K+,9.48,24,7.93,1
2671,50,Non-binary,UK,Sales Associate,HR,5,58,Yes,6.1,5.42,8.32,5.81,4.0,8.4,45,Yes,1.11,Yes,7,<40K,2.65,15,3.85,0
2672,22,Prefer not to say,Germany,Marketing Manager,HR,10,31,Hybrid,3.07,6.9,2.13,2.12,6.8,9.0,68,No,1.06,Yes,0,<40K,2.74,45,5.76,0
2673,56,Non-binary,Australia,IT Admin,Marketing,7,51,Yes,1.34,6.21,5.45,8.28,8.9,9.4,44,Yes,6.5,No,7,60K-80K,6.82,31,7.3,0
2674,27,Female,Germany,Marketing Manager,Engineering,6,43,Yes,6.56,2.26,5.36,2.34,5.6,8.8,94,No,9.76,No,7,<40K,7.52,5,9.57,0
2675,58,Female,Brazil,IT Admin,Support,3,53,Hybrid,2.18,2.45,4.15,4.45,7.0,7.3,107,Yes,8.7,Yes,4,100K+,7.63,22,1.92,0
2676,26,Non-binary,UK,IT Admin,Marketing,5,53,Yes,4.09,7.04,8.1,1.62,7.8,0.2,57,Yes,3.27,Yes,5,40K-60K,4.38,17,2.42,0
2677,54,Male,India,HR Specialist,IT,15,56,Yes,7.08,8.28,1.9,5.72,7.0,3.1,31,Yes,2.77,Yes,1,60K-80K,8.86,28,5.58,1
2678,35,Non-binary,UK,Sales Associate,Sales,19,36,No,1.88,9.17,2.85,6.37,6.1,1.3,87,Yes,6.64,No,0,60K-80K,5.9,3,4.77,0
2679,33,Non-binary,Australia,HR Specialist,HR,14,55,Yes,2.15,8.32,1.01,7.62,4.8,1.5,114,Yes,8.4,No,7,80K-100K,4.95,19,4.7,0
2680,41,Prefer not to say,Germany,IT Admin,Sales,13,40,No,1.55,9.77,4.36,4.06,6.3,2.9,9,Yes,4.26,Yes,6,80K-100K,8.29,38,3.67,0
2681,45,Prefer not to say,India,IT Admin,IT,11,33,No,9.96,4.67,3.62,6.31,5.5,0.7,12,No,4.89,Yes,3,40K-60K,3.19,27,6.05,1
2682,55,Non-binary,UK,Project Manager,Sales,11,36,No,4.48,3.98,8.8,7.61,7.5,2.4,110,No,2.04,No,6,40K-60K,8.74,17,8.95,0
2683,46,Non-binary,Canada,Software Engineer,IT,15,58,No,9.15,1.25,7.71,7.86,6.2,9.6,115,Yes,2.38,Yes,1,60K-80K,5.85,32,2.45,1
2684,50,Female,Australia,Project Manager,Sales,14,45,Hybrid,3.64,5.05,1.76,3.71,8.2,3.1,12,No,6.12,No,1,100K+,9.1,37,2.94,0
2685,52,Prefer not to say,Australia,Software Engineer,Sales,12,55,Hybrid,7.78,6.86,7.67,1.61,5.0,1.6,35,Yes,1.92,Yes,6,100K+,2.81,21,7.04,1
2686,44,Prefer not to say,Canada,Data Scientist,Marketing,10,35,Yes,2.97,8.34,7.08,1.34,6.1,7.2,85,No,2.82,No,2,80K-100K,9.42,37,1.51,0
2687,59,Female,UK,Customer Support,HR,16,56,Yes,5.48,3.41,3.54,7.91,6.8,8.3,72,No,3.11,Yes,5,40K-60K,7.19,11,7.06,0
2688,41,Male,Australia,Marketing Manager,Engineering,20,35,Yes,8.42,5.62,1.14,4.47,4.6,3.1,18,Yes,5.0,No,6,40K-60K,6.56,1,3.83,1
2689,44,Prefer not to say,India,HR Specialist,Support,14,31,Hybrid,8.35,6.96,2.04,2.21,6.9,2.8,115,Yes,1.41,Yes,6,100K+,4.8,30,4.22,1
2690,37,Prefer not to say,UK,Data Scientist,Sales,13,53,No,8.15,5.96,3.25,2.66,5.5,2.4,117,No,5.5,No,9,80K-100K,9.61,26,4.65,1
2691,29,Male,UK,Data Scientist,Support,9,37,Hybrid,8.41,3.47,8.35,7.9,5.1,3.9,117,No,9.36,No,3,100K+,5.0,45,4.15,1
2692,42,Prefer not to say,Germany,Marketing Manager,Marketing,11,59,Hybrid,2.9,8.17,5.19,6.39,4.7,0.9,6,No,1.22,No,2,100K+,5.49,49,8.57,0
2693,22,Prefer not to say,Australia,Marketing Manager,Engineering,15,56,Yes,5.34,2.56,9.27,5.51,5.7,6.7,14,No,6.68,Yes,0,60K-80K,8.03,43,9.51,0
2694,29,Male,Australia,Software Engineer,Sales,14,36,Yes,5.36,9.14,8.1,6.61,8.6,8.2,80,No,8.52,No,6,40K-60K,3.56,36,5.93,0
2695,50,Male,Canada,Project Manager,Support,9,56,Yes,9.01,9.57,3.58,2.24,4.2,6.6,45,No,3.81,No,8,60K-80K,3.62,26,6.24,1
2696,53,Non-binary,Germany,Sales Associate,IT,3,54,No,3.67,4.29,8.61,3.87,8.3,4.2,77,Yes,2.18,No,0,60K-80K,7.98,42,1.63,0
2697,59,Female,Brazil,Software Engineer,Marketing,8,53,No,9.38,4.39,2.05,4.37,6.0,2.9,104,No,1.39,Yes,4,100K+,2.16,27,7.42,1
2698,26,Female,Germany,Sales Associate,Engineering,20,43,Hybrid,5.06,7.69,1.33,3.83,6.8,4.1,47,Yes,6.8,Yes,3,80K-100K,8.41,26,6.26,0
2699,43,Male,Australia,Data Scientist,Sales,19,38,No,7.03,5.11,6.48,8.78,6.6,4.2,65,No,5.97,Yes,9,100K+,6.63,43,1.45,1
2700,55,Male,UK,Sales Associate,Marketing,8,44,Yes,3.42,1.26,4.08,6.23,8.6,6.7,77,Yes,3.06,No,1,80K-100K,5.85,18,2.79,0
2701,22,Prefer not to say,Germany,Project Manager,Support,20,54,No,4.69,9.28,3.96,7.56,7.9,9.3,3,Yes,8.48,Yes,6,40K-60K,3.06,33,2.82,0
2702,47,Non-binary,Canada,Software Engineer,Marketing,19,51,No,7.39,4.88,7.18,3.13,8.9,0.7,2,Yes,7.62,No,6,<40K,8.08,36,2.54,1
2703,31,Non-binary,Germany,IT Admin,IT,10,47,No,5.61,2.83,8.65,3.38,8.0,9.5,2,Yes,3.49,Yes,7,40K-60K,8.24,37,6.93,0
2704,51,Male,Canada,Marketing Manager,IT,10,41,No,9.38,6.0,3.9,3.03,5.5,9.1,74,No,7.78,Yes,2,100K+,5.35,34,9.36,1
2705,39,Prefer not to say,Brazil,IT Admin,Marketing,6,52,Yes,7.63,2.97,3.93,7.19,8.8,1.2,68,Yes,3.2,Yes,5,80K-100K,4.5,26,7.87,1
2706,38,Prefer not to say,Germany,Project Manager,Support,20,48,Yes,6.08,2.85,5.8,4.14,8.9,1.8,111,Yes,7.08,No,3,<40K,3.22,22,5.3,0
2707,47,Female,Canada,Customer Support,Support,9,42,Hybrid,8.98,5.91,6.88,4.65,4.6,3.1,118,No,2.07,No,2,80K-100K,7.79,24,4.64,1
2708,29,Female,Germany,Project Manager,Sales,3,36,Hybrid,6.99,4.52,2.83,7.38,8.5,5.6,92,No,7.23,Yes,3,80K-100K,6.76,12,4.48,0
2709,33,Prefer not to say,Brazil,Customer Support,HR,4,54,Hybrid,6.83,6.16,9.21,9.75,7.3,1.3,27,No,3.15,Yes,0,<40K,2.86,11,6.41,0
2710,48,Female,Germany,Software Engineer,HR,4,39,No,3.22,9.97,6.89,2.46,8.6,2.0,22,Yes,6.15,No,6,<40K,8.15,21,4.23,0
2711,29,Male,India,Marketing Manager,Sales,10,59,No,4.55,8.73,6.63,1.56,8.6,9.0,29,No,2.55,No,6,40K-60K,8.94,16,3.04,0
2712,46,Prefer not to say,Canada,Project Manager,Engineering,8,39,Yes,7.15,1.07,9.14,2.75,8.5,1.1,61,Yes,7.53,No,6,60K-80K,1.53,36,6.43,1
2713,25,Female,Brazil,IT Admin,Engineering,15,31,Hybrid,9.03,1.46,9.17,7.61,8.4,4.0,86,Yes,1.55,No,1,<40K,7.95,7,4.52,1
2714,54,Non-binary,Canada,Customer Support,Sales,8,43,Yes,3.84,6.49,2.22,2.75,4.6,7.6,50,Yes,2.49,Yes,0,60K-80K,8.68,28,1.13,0
2715,22,Prefer not to say,Canada,Marketing Manager,Support,3,42,Hybrid,2.94,6.64,2.31,6.26,4.7,8.9,40,No,2.66,Yes,8,60K-80K,9.92,24,1.2,0
2716,40,Prefer not to say,USA,HR Specialist,Engineering,1,51,Hybrid,6.34,8.9,7.86,6.31,4.6,3.4,85,Yes,1.37,Yes,1,60K-80K,3.14,13,3.47,0
2717,52,Non-binary,Brazil,HR Specialist,IT,13,58,Hybrid,1.6,6.66,9.61,3.65,4.5,1.6,63,Yes,7.71,No,4,60K-80K,4.34,14,5.61,0
2718,37,Male,Germany,HR Specialist,Engineering,2,35,No,7.43,3.05,7.0,1.62,5.8,7.4,42,Yes,9.83,No,4,<40K,9.7,43,4.19,1
2719,35,Non-binary,Canada,Sales Associate,Sales,17,38,Hybrid,7.33,5.22,4.7,4.59,7.4,7.7,75,No,8.01,Yes,7,80K-100K,1.85,31,1.22,1
2720,26,Prefer not to say,Australia,Project Manager,IT,20,42,Hybrid,4.19,8.28,7.15,2.68,5.8,9.8,90,No,8.75,Yes,0,<40K,5.71,8,3.01,0
2721,47,Male,USA,Software Engineer,Marketing,5,38,No,9.03,9.31,3.06,2.66,7.6,1.4,57,Yes,1.05,Yes,6,<40K,5.56,1,1.87,1
2722,49,Female,India,IT Admin,Support,10,42,Hybrid,5.52,3.13,9.98,5.7,8.1,7.1,58,Yes,2.06,Yes,2,100K+,6.46,40,9.54,0
2723,23,Female,Canada,Software Engineer,Support,20,34,No,6.81,5.86,4.88,7.06,7.3,4.2,39,Yes,6.03,Yes,1,100K+,3.98,17,3.82,0
2724,27,Female,Canada,Sales Associate,Marketing,17,43,No,2.89,2.43,9.39,1.68,6.3,9.1,45,Yes,9.8,No,4,40K-60K,9.33,41,1.13,0
2725,30,Prefer not to say,USA,Software Engineer,Sales,11,34,Yes,4.76,5.47,4.88,6.2,5.5,4.1,61,No,6.95,Yes,3,60K-80K,3.43,13,6.95,0
2726,54,Non-binary,Germany,Customer Support,Engineering,4,38,No,8.76,1.81,9.35,3.22,4.6,4.5,48,Yes,4.37,No,8,60K-80K,6.85,47,3.09,1
2727,46,Male,Australia,HR Specialist,Support,8,37,No,2.92,9.48,4.02,7.06,6.5,1.3,115,No,2.32,No,0,100K+,5.46,27,6.1,0
2728,34,Female,India,IT Admin,Marketing,19,36,No,4.52,6.74,7.84,8.29,7.6,3.2,78,Yes,2.38,No,2,80K-100K,3.4,13,2.36,0
2729,30,Male,Canada,Project Manager,Marketing,17,37,Hybrid,3.86,8.69,9.56,8.26,6.7,4.0,110,Yes,4.26,Yes,2,40K-60K,2.7,40,9.86,0
2730,34,Prefer not to say,Germany,Software Engineer,Sales,18,51,Yes,2.36,9.98,6.81,4.33,7.6,0.2,22,No,7.42,No,3,80K-100K,9.61,27,9.73,0
2731,52,Female,Brazil,Software Engineer,HR,2,32,Hybrid,3.61,2.64,7.1,6.11,5.7,4.4,43,Yes,1.29,Yes,6,100K+,6.05,32,6.9,0
2732,32,Prefer not to say,Australia,Data Scientist,Support,8,52,No,3.09,7.25,1.93,8.14,4.3,3.4,104,Yes,8.67,Yes,4,80K-100K,6.44,12,7.36,0
2733,25,Non-binary,Brazil,Data Scientist,HR,3,53,No,9.31,8.98,5.27,1.55,7.9,8.0,43,No,9.47,No,9,60K-80K,8.05,43,4.83,1
2734,55,Prefer not to say,Australia,Data Scientist,IT,16,44,Yes,7.67,6.18,8.98,6.45,5.1,1.1,18,Yes,9.0,Yes,5,100K+,1.73,13,9.66,1
2735,59,Prefer not to say,India,Project Manager,Engineering,16,37,Yes,3.84,6.76,3.17,8.53,7.1,7.6,43,No,9.22,No,2,80K-100K,7.42,16,4.81,0
2736,25,Non-binary,UK,HR Specialist,Engineering,1,30,No,7.87,4.67,8.1,4.35,8.0,7.1,10,No,1.14,Yes,4,40K-60K,2.49,34,3.16,1
2737,59,Male,Australia,Marketing Manager,HR,8,36,No,1.2,7.07,7.08,5.1,4.7,2.4,59,Yes,9.8,Yes,1,40K-60K,7.66,6,2.04,0
2738,40,Non-binary,UK,HR Specialist,HR,8,48,Hybrid,5.74,4.56,3.01,7.29,7.0,0.8,37,No,4.3,No,3,<40K,2.27,48,2.87,0
2739,27,Non-binary,Brazil,IT Admin,Support,4,31,No,3.25,5.29,3.55,1.61,7.4,8.4,103,No,8.82,No,2,100K+,8.49,18,6.15,0
2740,55,Prefer not to say,Australia,HR Specialist,Marketing,14,43,Hybrid,2.03,1.93,4.85,4.47,7.7,2.5,106,Yes,2.68,Yes,2,100K+,7.13,17,3.21,0
2741,39,Male,India,Project Manager,HR,14,47,Yes,8.95,1.07,2.13,3.66,4.7,1.5,2,Yes,5.02,No,3,100K+,4.47,47,6.89,1
2742,34,Female,USA,Customer Support,Engineering,2,59,Hybrid,2.79,1.5,9.22,1.15,8.1,3.6,15,Yes,1.4,No,7,60K-80K,4.23,39,4.44,0
2743,44,Non-binary,India,Customer Support,Sales,18,44,No,8.4,2.73,7.65,2.76,4.5,4.0,95,No,1.36,Yes,7,60K-80K,2.34,14,8.98,1
2744,40,Male,India,Project Manager,HR,2,43,Hybrid,4.72,5.11,4.28,4.56,6.6,3.3,101,Yes,9.49,No,0,100K+,9.14,7,6.03,0
2745,32,Non-binary,USA,Data Scientist,Marketing,5,53,Hybrid,1.13,1.19,3.7,2.78,6.2,9.8,8,No,8.3,No,4,80K-100K,2.07,6,6.6,0
2746,22,Non-binary,USA,Software Engineer,Marketing,3,54,Yes,7.59,2.4,7.21,6.42,5.1,8.8,40,Yes,5.77,Yes,1,60K-80K,5.25,12,6.01,1
2747,45,Non-binary,Germany,Sales Associate,Sales,12,48,Hybrid,6.37,8.03,4.82,5.04,5.5,8.7,37,Yes,5.73,No,9,100K+,3.13,34,8.97,0
